,Date,State,Average_Job_Created
1580,2008-08,ILLINOIS,5970
1581,2008-09,ILLINOIS,5970
1582,2008-10,ILLINOIS,5967
1583,2008-11,ILLINOIS,5940
1584,2008-12,ILLINOIS,5898
1585,2009-01,ILLINOIS,5677
1586,2009-02,ILLINOIS,5660
1587,2009-03,ILLINOIS,5653
1588,2009-04,ILLINOIS,5670
1589,2009-05,ILLINOIS,5698
1590,2009-06,ILLINOIS,5692
1591,2009-07,ILLINOIS,5625
1592,2009-08,ILLINOIS,5614
1593,2009-09,ILLINOIS,5637
1594,2009-10,ILLINOIS,5647
1595,2009-11,ILLINOIS,5649
1596,2009-12,ILLINOIS,5628
1597,2010-01,ILLINOIS,5461
1598,2010-02,ILLINOIS,5484
1599,2010-03,ILLINOIS,5517
1600,2010-04,ILLINOIS,5595
1601,2010-05,ILLINOIS,5654
1602,2010-06,ILLINOIS,5661
1603,2010-07,ILLINOIS,5595
1604,2010-08,ILLINOIS,5622
1605,2010-09,ILLINOIS,5651
1606,2010-10,ILLINOIS,5686
1607,2010-11,ILLINOIS,5697
1608,2010-12,ILLINOIS,5687
1609,2011-01,ILLINOIS,5526
1610,2011-02,ILLINOIS,5546
1611,2011-03,ILLINOIS,5590
1612,2011-04,ILLINOIS,5667
1613,2011-05,ILLINOIS,5702
1614,2011-06,ILLINOIS,5721
1615,2011-07,ILLINOIS,5680
1616,2011-08,ILLINOIS,5695
1617,2011-09,ILLINOIS,5728
1618,2011-10,ILLINOIS,5741
1619,2011-11,ILLINOIS,5751
1620,2011-12,ILLINOIS,5746
1621,2012-01,ILLINOIS,5596
1622,2012-02,ILLINOIS,5620
1623,2012-03,ILLINOIS,5673
1624,2012-04,ILLINOIS,5731
1625,2012-05,ILLINOIS,5775
1626,2012-06,ILLINOIS,5799
1627,2012-07,ILLINOIS,5747
1628,2012-08,ILLINOIS,5768
1629,2012-09,ILLINOIS,5807
1630,2012-10,ILLINOIS,5815
1631,2012-11,ILLINOIS,5836
1632,2012-12,ILLINOIS,5824
1633,2013-01,ILLINOIS,5658
1634,2013-02,ILLINOIS,5689
1635,2013-03,ILLINOIS,5723
1636,2013-04,ILLINOIS,5771
1637,2013-05,ILLINOIS,5832
1638,2013-06,ILLINOIS,5851
1639,2013-07,ILLINOIS,5803
1640,2013-08,ILLINOIS,5825
1641,2013-09,ILLINOIS,5855
1642,2013-10,ILLINOIS,5867
1643,2013-11,ILLINOIS,5884
1644,2013-12,ILLINOIS,5880
1645,2014-01,ILLINOIS,5712
1646,2014-02,ILLINOIS,5734
1647,2014-03,ILLINOIS,5778
1648,2014-04,ILLINOIS,5855
1649,2014-05,ILLINOIS,5915
1650,2014-06,ILLINOIS,5935
1651,2014-07,ILLINOIS,5883
1652,2014-08,ILLINOIS,5900
1653,2014-09,ILLINOIS,5928
1654,2014-10,ILLINOIS,5961
1655,2014-11,ILLINOIS,5971
1656,2014-12,ILLINOIS,5969
1657,2015-01,ILLINOIS,5790
1658,2015-02,ILLINOIS,5820
1659,2015-03,ILLINOIS,5853
1660,2015-04,ILLINOIS,5945
1661,2015-05,ILLINOIS,6011
1662,2015-06,ILLINOIS,6030
1663,2015-07,ILLINOIS,5988
1664,2015-08,ILLINOIS,5991
1665,2015-09,ILLINOIS,6019
1666,2015-10,ILLINOIS,6056
1667,2015-11,ILLINOIS,6057
1668,2015-12,ILLINOIS,6051
1669,2016-01,ILLINOIS,5880
1670,2016-02,ILLINOIS,5901
1671,2016-03,ILLINOIS,5933
1672,2016-04,ILLINOIS,6010
1673,2016-05,ILLINOIS,6040
1674,2016-06,ILLINOIS,6062
1675,2016-07,ILLINOIS,6027
1676,2016-08,ILLINOIS,6031
1677,2016-09,ILLINOIS,6063
1678,2016-10,ILLINOIS,6090
1679,2016-11,ILLINOIS,6102
1680,2016-12,ILLINOIS,6084
1681,2017-01,ILLINOIS,5912
1682,2017-02,ILLINOIS,5938
1683,2017-03,ILLINOIS,5982
1684,2017-04,ILLINOIS,6035
1685,2017-05,ILLINOIS,6086
1686,2017-06,ILLINOIS,6125
1687,2017-07,ILLINOIS,6072
1688,2017-08,ILLINOIS,6088
1689,2017-09,ILLINOIS,6109
1690,2017-10,ILLINOIS,6126
1691,2017-11,ILLINOIS,6146
1692,2017-12,ILLINOIS,6137
1693,2018-01,ILLINOIS,5962
1694,2008-01,INDIANA,2931
1695,2008-02,INDIANA,2942
1696,2008-03,INDIANA,2955
1697,2008-04,INDIANA,2981
1698,2008-05,INDIANA,3010
1699,2008-06,INDIANA,2986
1700,2008-07,INDIANA,2930
1701,2008-08,INDIANA,2967
1702,2008-09,INDIANA,2986
1703,2008-10,INDIANA,2978
1704,2008-11,INDIANA,2956
1705,2008-12,INDIANA,2925
1706,2009-01,INDIANA,2800
1707,2009-02,INDIANA,2792
1708,2009-03,INDIANA,2798
1709,2009-04,INDIANA,2805
1710,2009-05,INDIANA,2814
1711,2009-06,INDIANA,2772
1712,2009-07,INDIANA,2718
1713,2009-08,INDIANA,2761
1714,2009-09,INDIANA,2804
1715,2009-10,INDIANA,2812
1716,2009-11,INDIANA,2812
1717,2009-12,INDIANA,2804
1718,2010-01,INDIANA,2722
1719,2010-02,INDIANA,2729
1720,2010-03,INDIANA,2761
1721,2010-04,INDIANA,2805
1722,2010-05,INDIANA,2833
1723,2010-06,INDIANA,2803
1724,2010-07,INDIANA,2775
1725,2010-08,INDIANA,2806
1726,2010-09,INDIANA,2829
1727,2010-10,INDIANA,2841
1728,2010-11,INDIANA,2840
1729,2010-12,INDIANA,2833
1730,2011-01,INDIANA,2765
1731,2011-02,INDIANA,2776
1732,2011-03,INDIANA,2808
1733,2011-04,INDIANA,2849
1734,2011-05,INDIANA,2873
1735,2011-06,INDIANA,2838
1736,2011-07,INDIANA,2808
1737,2011-08,INDIANA,2844
1738,2011-09,INDIANA,2889
1739,2011-10,INDIANA,2892
1740,2011-11,INDIANA,2893
1741,2011-12,INDIANA,2895
1742,2012-01,INDIANA,2826
1743,2012-02,INDIANA,2846
1744,2012-03,INDIANA,2874
1745,2012-04,INDIANA,2901
1746,2012-05,INDIANA,2924
1747,2012-06,INDIANA,2902
1748,2012-07,INDIANA,2849
1749,2012-08,INDIANA,2910
1750,2012-09,INDIANA,2943
1751,2012-10,INDIANA,2944
1752,2012-11,INDIANA,2949
1753,2012-12,INDIANA,2945
1754,2013-01,INDIANA,2859
1755,2013-02,INDIANA,2887
1756,2013-03,INDIANA,2907
1757,2013-04,INDIANA,2934
1758,2013-05,INDIANA,2947
1759,2013-06,INDIANA,2932
1760,2013-07,INDIANA,2880
1761,2013-08,INDIANA,2950
1762,2013-09,INDIANA,2970
1763,2013-10,INDIANA,2978
1764,2013-11,INDIANA,3002
1765,2013-12,INDIANA,2997
1766,2014-01,INDIANA,2885
1767,2014-02,INDIANA,2913
1768,2014-03,INDIANA,2941
1769,2014-04,INDIANA,2978
1770,2014-05,INDIANA,3006
1771,2014-06,INDIANA,2988
1772,2014-07,INDIANA,2932
1773,2014-08,INDIANA,2986
1774,2014-09,INDIANA,3008
1775,2014-10,INDIANA,3022
1776,2014-11,INDIANA,3039
1777,2014-12,INDIANA,3043
1778,2015-01,INDIANA,2954
1779,2015-02,INDIANA,2970
1780,2015-03,INDIANA,2993
1781,2015-04,INDIANA,3030
1782,2015-05,INDIANA,3057
1783,2015-06,INDIANA,3044
1784,2015-07,INDIANA,2992
1785,2015-08,INDIANA,3040
1786,2015-09,INDIANA,3067
1787,2015-10,INDIANA,3078
1788,2015-11,INDIANA,3092
1789,2015-12,INDIANA,3096
1790,2016-01,INDIANA,3007
1791,2016-02,INDIANA,3031
1792,2016-03,INDIANA,3052
1793,2016-04,INDIANA,3078
1794,2016-05,INDIANA,3093
1795,2016-06,INDIANA,3071
1796,2016-07,INDIANA,3038
1797,2016-08,INDIANA,3081
1798,2016-09,INDIANA,3115
1799,2016-10,INDIANA,3112
1800,2016-11,INDIANA,3126
1801,2016-12,INDIANA,3118
1802,2017-01,INDIANA,3045
1803,2017-02,INDIANA,3063
1804,2017-03,INDIANA,3084
1805,2017-04,INDIANA,3110
1806,2017-05,INDIANA,3133
1807,2017-06,INDIANA,3125
1808,2017-07,INDIANA,3070
1809,2017-08,INDIANA,3113
1810,2017-09,INDIANA,3142
1811,2017-10,INDIANA,3146
1812,2017-11,INDIANA,3159
1813,2017-12,INDIANA,3160
1814,2018-01,INDIANA,3078
1815,2008-01,IOWA,1496
1816,2008-02,IOWA,1499
1817,2008-03,IOWA,1509
1818,2008-04,IOWA,1529
1819,2008-05,IOWA,1546
1820,2008-06,IOWA,1544
1821,2008-07,IOWA,1515
1822,2008-08,IOWA,1514
1823,2008-09,IOWA,1534
1824,2008-10,IOWA,1540
1825,2008-11,IOWA,1535
1826,2008-12,IOWA,1525
1827,2009-01,IOWA,1471
1828,2009-02,IOWA,1471
1829,2009-03,IOWA,1473
1830,2009-04,IOWA,1488
1831,2009-05,IOWA,1497
1832,2009-06,IOWA,1493
1833,2009-07,IOWA,1460
1834,2009-08,IOWA,1461
1835,2009-09,IOWA,1479
1836,2009-10,IOWA,1487
1837,2009-11,IOWA,1486
1838,2009-12,IOWA,1477
1839,2010-01,IOWA,1432
1840,2010-02,IOWA,1437
1841,2010-03,IOWA,1449
1842,2010-04,IOWA,1477
1843,2010-05,IOWA,1488
1844,2010-06,IOWA,1486
1845,2010-07,IOWA,1457
1846,2010-08,IOWA,1455
1847,2010-09,IOWA,1474
1848,2010-10,IOWA,1490
1849,2010-11,IOWA,1493
1850,2010-12,IOWA,1487
1851,2011-01,IOWA,1443
1852,2011-02,IOWA,1449
1853,2011-03,IOWA,1460
1854,2011-04,IOWA,1489
1855,2011-05,IOWA,1500
1856,2011-06,IOWA,1499
1857,2011-07,IOWA,1477
1858,2011-08,IOWA,1479
1859,2011-09,IOWA,1501
1860,2011-10,IOWA,1509
1861,2011-11,IOWA,1513
1862,2011-12,IOWA,1507
1863,2012-01,IOWA,1467
1864,2012-02,IOWA,1474
1865,2012-03,IOWA,1488
1866,2012-04,IOWA,1510
1867,2012-05,IOWA,1524
1868,2012-06,IOWA,1524
1869,2012-07,IOWA,1500
1870,2012-08,IOWA,1505
1871,2012-09,IOWA,1519
1872,2012-10,IOWA,1528
1873,2012-11,IOWA,1533
1874,2012-12,IOWA,1527
1875,2013-01,IOWA,1484
1876,2013-02,IOWA,1493
1877,2013-03,IOWA,1501
1878,2013-04,IOWA,1520
1879,2013-05,IOWA,1542
1880,2013-06,IOWA,1543
1881,2013-07,IOWA,1527
1882,2013-08,IOWA,1532
1883,2013-09,IOWA,1545
1884,2013-10,IOWA,1547
1885,2013-11,IOWA,1554
1886,2013-12,IOWA,1547
1887,2014-01,IOWA,1504
1888,2014-02,IOWA,1512
1889,2014-03,IOWA,1522
1890,2014-04,IOWA,1548
1891,2014-05,IOWA,1564
1892,2014-06,IOWA,1564
1893,2014-07,IOWA,1540
1894,2014-08,IOWA,1545
1895,2014-09,IOWA,1561
1896,2014-10,IOWA,1566
1897,2014-11,IOWA,1569
1898,2014-12,IOWA,1565
1899,2015-01,IOWA,1525
1900,2015-02,IOWA,1532
1901,2015-03,IOWA,1543
1902,2015-04,IOWA,1564
1903,2015-05,IOWA,1577
1904,2015-06,IOWA,1578
1905,2015-07,IOWA,1556
1906,2015-08,IOWA,1555
1907,2015-09,IOWA,1567
1908,2015-10,IOWA,1578
1909,2015-11,IOWA,1580
1910,2015-12,IOWA,1575
1911,2016-01,IOWA,1535
1912,2016-02,IOWA,1543
1913,2016-03,IOWA,1554
1914,2016-04,IOWA,1578
1915,2016-05,IOWA,1585
1916,2016-06,IOWA,1582
1917,2016-07,IOWA,1565
1918,2016-08,IOWA,1567
1919,2016-09,IOWA,1581
1920,2016-10,IOWA,1588
1921,2016-11,IOWA,1588
1922,2016-12,IOWA,1578
1923,2017-01,IOWA,1536
1924,2017-02,IOWA,1547
1925,2017-03,IOWA,1554
1926,2017-04,IOWA,1578
1927,2017-05,IOWA,1585
1928,2017-06,IOWA,1589
1929,2017-07,IOWA,1565
1930,2017-08,IOWA,1568
1931,2017-09,IOWA,1580
1932,2017-10,IOWA,1588
1933,2017-11,IOWA,1591
1934,2017-12,IOWA,1586
1935,2018-01,IOWA,1547
1936,2008-01,KANSAS,1367
1937,2008-02,KANSAS,1378
1938,2008-03,KANSAS,1390
1939,2008-04,KANSAS,1400
1940,2008-05,KANSAS,1407
1941,2008-06,KANSAS,1406
1942,2008-07,KANSAS,1376
1943,2008-08,KANSAS,1371
1944,2008-09,KANSAS,1396
1945,2008-10,KANSAS,1404
1946,2008-11,KANSAS,1403
1947,2008-12,KANSAS,1400
1948,2009-01,KANSAS,1359
1949,2009-02,KANSAS,1357
1950,2009-03,KANSAS,1357
1951,2009-04,KANSAS,1357
1952,2009-05,KANSAS,1361
1953,2009-06,KANSAS,1350
1954,2009-07,KANSAS,1319
1955,2009-08,KANSAS,1314
1956,2009-09,KANSAS,1334
1957,2009-10,KANSAS,1340
1958,2009-11,KANSAS,1343
1959,2009-12,KANSAS,1339
1960,2010-01,KANSAS,1301
1961,2010-02,KANSAS,1305
1962,2010-03,KANSAS,1316
1963,2010-04,KANSAS,1334
1964,2010-05,KANSAS,1347
1965,2010-06,KANSAS,1342
1966,2010-07,KANSAS,1318
1967,2010-08,KANSAS,1319
1968,2010-09,KANSAS,1332
1969,2010-10,KANSAS,1348
1970,2010-11,KANSAS,1345
1971,2010-12,KANSAS,1345
1972,2011-01,KANSAS,1315
1973,2011-02,KANSAS,1317
1974,2011-03,KANSAS,1326
1975,2011-04,KANSAS,1347
1976,2011-05,KANSAS,1353
1977,2011-06,KANSAS,1340
1978,2011-07,KANSAS,1325
1979,2011-08,KANSAS,1328
1980,2011-09,KANSAS,1348
1981,2011-10,KANSAS,1357
1982,2011-11,KANSAS,1359
1983,2011-12,KANSAS,1355
1984,2012-01,KANSAS,1331
1985,2012-02,KANSAS,1339
1986,2012-03,KANSAS,1351
1987,2012-04,KANSAS,1360
1988,2012-05,KANSAS,1370
1989,2012-06,KANSAS,1366
1990,2012-07,KANSAS,1337
1991,2012-08,KANSAS,1344
1992,2012-09,KANSAS,1361
1993,2012-10,KANSAS,1374
1994,2012-11,KANSAS,1377
1995,2012-12,KANSAS,1375
1996,2013-01,KANSAS,1341
1997,2013-02,KANSAS,1352
1998,2013-03,KANSAS,1359
1999,2013-04,KANSAS,1375
2000,2013-05,KANSAS,1380
2001,2013-06,KANSAS,1374
2002,2013-07,KANSAS,1354
2003,2013-08,KANSAS,1359
2004,2013-09,KANSAS,1382
2005,2013-10,KANSAS,1391
2006,2013-11,KANSAS,1397
2007,2013-12,KANSAS,1395
2008,2014-01,KANSAS,1359
2009,2014-02,KANSAS,1370
2010,2014-03,KANSAS,1381
2011,2014-04,KANSAS,1394
2012,2014-05,KANSAS,1403
2013,2014-06,KANSAS,1396
2014,2014-07,KANSAS,1375
2015,2014-08,KANSAS,1379
2016,2014-09,KANSAS,1397
2017,2014-10,KANSAS,1408
2018,2014-11,KANSAS,1412
2019,2014-12,KANSAS,1412
2020,2015-01,KANSAS,1374
2021,2015-02,KANSAS,1387
2022,2015-03,KANSAS,1392
2023,2015-04,KANSAS,1402
2024,2015-05,KANSAS,1410
2025,2015-06,KANSAS,1405
2026,2015-07,KANSAS,1384
2027,2015-08,KANSAS,1387
2028,2015-09,KANSAS,1404
2029,2015-10,KANSAS,1417
2030,2015-11,KANSAS,1418
2031,2015-12,KANSAS,1418
2032,2016-01,KANSAS,1381
2033,2016-02,KANSAS,1392
2034,2016-03,KANSAS,1397
2035,2016-04,KANSAS,1413
2036,2016-05,KANSAS,1413
2037,2016-06,KANSAS,1403
2038,2016-07,KANSAS,1387
2039,2016-08,KANSAS,1388
2040,2016-09,KANSAS,1410
2041,2016-10,KANSAS,1420
2042,2016-11,KANSAS,1422
2043,2016-12,KANSAS,1417
2044,2017-01,KANSAS,1379
2045,2017-02,KANSAS,1395
2046,2017-03,KANSAS,1400
2047,2017-04,KANSAS,1403
2048,2017-05,KANSAS,1407
2049,2017-06,KANSAS,1400
2050,2017-07,KANSAS,1385
2051,2017-08,KANSAS,1388
2052,2017-09,KANSAS,1410
2053,2017-10,KANSAS,1420
2054,2017-11,KANSAS,1426
2055,2017-12,KANSAS,1425
2056,2018-01,KANSAS,1388
2057,2008-01,KENTUCKY,1828
2058,2008-02,KENTUCKY,1829
2059,2008-03,KENTUCKY,1838
2060,2008-04,KENTUCKY,1852
2061,2008-05,KENTUCKY,1868
2062,2008-06,KENTUCKY,1861
2063,2008-07,KENTUCKY,1838
2064,2008-08,KENTUCKY,1849
2065,2008-09,KENTUCKY,1838
2066,2008-10,KENTUCKY,1835
2067,2008-11,KENTUCKY,1835
2068,2008-12,KENTUCKY,1826
2069,2009-01,KENTUCKY,1755
2070,2009-02,KENTUCKY,1746
2071,2009-03,KENTUCKY,1752
2072,2009-04,KENTUCKY,1764
2073,2009-05,KENTUCKY,1769
2074,2009-06,KENTUCKY,1765
2075,2009-07,KENTUCKY,1748
2076,2009-08,KENTUCKY,1754
2077,2009-09,KENTUCKY,1758
2078,2009-10,KENTUCKY,1762
2079,2009-11,KENTUCKY,1770
2080,2009-12,KENTUCKY,1768
2081,2010-01,KENTUCKY,1715
2082,2010-02,KENTUCKY,1709
2083,2010-03,KENTUCKY,1733
2084,2010-04,KENTUCKY,1760
2085,2010-05,KENTUCKY,1775
2086,2010-06,KENTUCKY,1776
2087,2010-07,KENTUCKY,1755
2088,2010-08,KENTUCKY,1761
2089,2010-09,KENTUCKY,1772
2090,2010-10,KENTUCKY,1781
2091,2010-11,KENTUCKY,1787
2092,2010-12,KENTUCKY,1792
2093,2011-01,KENTUCKY,1739
2094,2011-02,KENTUCKY,1744
2095,2011-03,KENTUCKY,1762
2096,2011-04,KENTUCKY,1783
2097,2011-05,KENTUCKY,1786
2098,2011-06,KENTUCKY,1792
2099,2011-07,KENTUCKY,1773
2100,2011-08,KENTUCKY,1792
2101,2011-09,KENTUCKY,1800
2102,2011-10,KENTUCKY,1800
2103,2011-11,KENTUCKY,1814
2104,2011-12,KENTUCKY,1814
2105,2012-01,KENTUCKY,1772
2106,2012-02,KENTUCKY,1776
2107,2012-03,KENTUCKY,1794
2108,2012-04,KENTUCKY,1809
2109,2012-05,KENTUCKY,1822
2110,2012-06,KENTUCKY,1825
2111,2012-07,KENTUCKY,1801
2112,2012-08,KENTUCKY,1813
2113,2012-09,KENTUCKY,1819
2114,2012-10,KENTUCKY,1823
2115,2012-11,KENTUCKY,1837
2116,2012-12,KENTUCKY,1838
2117,2013-01,KENTUCKY,1791
2118,2013-02,KENTUCKY,1794
2119,2013-03,KENTUCKY,1809
2120,2013-04,KENTUCKY,1825
2121,2013-05,KENTUCKY,1837
2122,2013-06,KENTUCKY,1835
2123,2013-07,KENTUCKY,1817
2124,2013-08,KENTUCKY,1837
2125,2013-09,KENTUCKY,1842
2126,2013-10,KENTUCKY,1846
2127,2013-11,KENTUCKY,1863
2128,2013-12,KENTUCKY,1865
2129,2014-01,KENTUCKY,1812
2130,2014-02,KENTUCKY,1810
2131,2014-03,KENTUCKY,1829
2132,2014-04,KENTUCKY,1854
2133,2014-05,KENTUCKY,1866
2134,2014-06,KENTUCKY,1863
2135,2014-07,KENTUCKY,1849
2136,2014-08,KENTUCKY,1867
2137,2014-09,KENTUCKY,1871
2138,2014-10,KENTUCKY,1878
2139,2014-11,KENTUCKY,1892
2140,2014-12,KENTUCKY,1899
2141,2015-01,KENTUCKY,1847
2142,2015-02,KENTUCKY,1844
2143,2015-03,KENTUCKY,1854
2144,2015-04,KENTUCKY,1876
2145,2015-05,KENTUCKY,1893
2146,2015-06,KENTUCKY,1893
2147,2015-07,KENTUCKY,1873
2148,2015-08,KENTUCKY,1888
2149,2015-09,KENTUCKY,1896
2150,2015-10,KENTUCKY,1906
2151,2015-11,KENTUCKY,1924
2152,2015-12,KENTUCKY,1928
2153,2016-01,KENTUCKY,1873
2154,2016-02,KENTUCKY,1876
2155,2016-03,KENTUCKY,1888
2156,2016-04,KENTUCKY,1907
2157,2016-05,KENTUCKY,1917
2158,2016-06,KENTUCKY,1913
2159,2016-07,KENTUCKY,1903
2160,2016-08,KENTUCKY,1914
2161,2016-09,KENTUCKY,1921
2162,2016-10,KENTUCKY,1923
2163,2016-11,KENTUCKY,1934
2164,2016-12,KENTUCKY,1937
2165,2017-01,KENTUCKY,1886
2166,2017-02,KENTUCKY,1893
2167,2017-03,KENTUCKY,1905
2168,2017-04,KENTUCKY,1918
2169,2017-05,KENTUCKY,1927
2170,2017-06,KENTUCKY,1931
2171,2017-07,KENTUCKY,1907
2172,2017-08,KENTUCKY,1914
2173,2017-09,KENTUCKY,1929
2174,2017-10,KENTUCKY,1935
2175,2017-11,KENTUCKY,1953
2176,2017-12,KENTUCKY,1949
2177,2018-01,KENTUCKY,1892
2178,2008-01,LOUISIANA,1913
2179,2008-02,LOUISIANA,1931
2180,2008-03,LOUISIANA,1940
2181,2008-04,LOUISIANA,1942
2182,2008-05,LOUISIANA,1948
2183,2008-06,LOUISIANA,1943
2184,2008-07,LOUISIANA,1922
2185,2008-08,LOUISIANA,1940
2186,2008-09,LOUISIANA,1925
2187,2008-10,LOUISIANA,1953
2188,2008-11,LOUISIANA,1960
2189,2008-12,LOUISIANA,1961
2190,2009-01,LOUISIANA,1912
2191,2009-02,LOUISIANA,1921
2192,2009-03,LOUISIANA,1921
2193,2009-04,LOUISIANA,1912
2194,2009-05,LOUISIANA,1915
2195,2009-06,LOUISIANA,1900
2196,2009-07,LOUISIANA,1884
2197,2009-08,LOUISIANA,1888
2198,2009-09,LOUISIANA,1893
2199,2009-10,LOUISIANA,1897
2200,2009-11,LOUISIANA,1904
2201,2009-12,LOUISIANA,1898
2202,2010-01,LOUISIANA,1858
2203,2010-02,LOUISIANA,1867
2204,2010-03,LOUISIANA,1884
2205,2010-04,LOUISIANA,1893
2206,2010-05,LOUISIANA,1901
2207,2010-06,LOUISIANA,1899
2208,2010-07,LOUISIANA,1876
2209,2010-08,LOUISIANA,1879
2210,2010-09,LOUISIANA,1889
2211,2010-10,LOUISIANA,1899
2212,2010-11,LOUISIANA,1904
2213,2010-12,LOUISIANA,1905
2214,2011-01,LOUISIANA,1875
2215,2011-02,LOUISIANA,1889
2216,2011-03,LOUISIANA,1901
2217,2011-04,LOUISIANA,1910
2218,2011-05,LOUISIANA,1911
2219,2011-06,LOUISIANA,1899
2220,2011-07,LOUISIANA,1891
2221,2011-08,LOUISIANA,1898
2222,2011-09,LOUISIANA,1913
2223,2011-10,LOUISIANA,1920
2224,2011-11,LOUISIANA,1927
2225,2011-12,LOUISIANA,1927
2226,2012-01,LOUISIANA,1897
2227,2012-02,LOUISIANA,1911
2228,2012-03,LOUISIANA,1923
2229,2012-04,LOUISIANA,1937
2230,2012-05,LOUISIANA,1944
2231,2012-06,LOUISIANA,1934
2232,2012-07,LOUISIANA,1910
2233,2012-08,LOUISIANA,1920
2234,2012-09,LOUISIANA,1924
2235,2012-10,LOUISIANA,1942
2236,2012-11,LOUISIANA,1954
2237,2012-12,LOUISIANA,1954
2238,2013-01,LOUISIANA,1920
2239,2013-02,LOUISIANA,1939
2240,2013-03,LOUISIANA,1948
2241,2013-04,LOUISIANA,1956
2242,2013-05,LOUISIANA,1959
2243,2013-06,LOUISIANA,1956
2244,2013-07,LOUISIANA,1938
2245,2013-08,LOUISIANA,1953
2246,2013-09,LOUISIANA,1959
2247,2013-10,LOUISIANA,1977
2248,2013-11,LOUISIANA,1988
2249,2013-12,LOUISIANA,1979
2250,2014-01,LOUISIANA,1950
2251,2014-02,LOUISIANA,1961
2252,2014-03,LOUISIANA,1973
2253,2014-04,LOUISIANA,1980
2254,2014-05,LOUISIANA,1989
2255,2014-06,LOUISIANA,1984
2256,2014-07,LOUISIANA,1972
2257,2014-08,LOUISIANA,1986
2258,2014-09,LOUISIANA,1994
2259,2014-10,LOUISIANA,2012
2260,2014-11,LOUISIANA,2021
2261,2014-12,LOUISIANA,2021
2262,2015-01,LOUISIANA,1985
2263,2015-02,LOUISIANA,1991
2264,2015-03,LOUISIANA,1992
2265,2015-04,LOUISIANA,1998
2266,2015-05,LOUISIANA,2003
2267,2015-06,LOUISIANA,1995
2268,2015-07,LOUISIANA,1984
2269,2015-08,LOUISIANA,1988
2270,2015-09,LOUISIANA,1990
2271,2015-10,LOUISIANA,2009
2272,2015-11,LOUISIANA,2010
2273,2015-12,LOUISIANA,2005
2274,2016-01,LOUISIANA,1968
2275,2016-02,LOUISIANA,1971
2276,2016-03,LOUISIANA,1976
2277,2016-04,LOUISIANA,1984
2278,2016-05,LOUISIANA,1985
2279,2016-06,LOUISIANA,1975
2280,2016-07,LOUISIANA,1961
2281,2016-08,LOUISIANA,1956
2282,2016-09,LOUISIANA,1974
2283,2016-10,LOUISIANA,1981
2284,2016-11,LOUISIANA,1985
2285,2016-12,LOUISIANA,1978
2286,2017-01,LOUISIANA,1952
2287,2017-02,LOUISIANA,1969
2288,2017-03,LOUISIANA,1972
2289,2017-04,LOUISIANA,1975
2290,2017-05,LOUISIANA,1983
2291,2017-06,LOUISIANA,1975
2292,2017-07,LOUISIANA,1954
2293,2017-08,LOUISIANA,1962
2294,2017-09,LOUISIANA,1968
2295,2017-10,LOUISIANA,1981
2296,2017-11,LOUISIANA,1989
2297,2017-12,LOUISIANA,1984
2298,2018-01,LOUISIANA,1953
2299,2008-01,MAINE,599
2300,2008-02,MAINE,600
2301,2008-03,MAINE,601
2302,2008-04,MAINE,609
2303,2008-05,MAINE,622
2304,2008-06,MAINE,633
2305,2008-07,MAINE,632
2306,2008-08,MAINE,629
2307,2008-09,MAINE,625
2308,2008-10,MAINE,624
2309,2008-11,MAINE,617
2310,2008-12,MAINE,612
2311,2009-01,MAINE,584
2312,2009-02,MAINE,582
2313,2009-03,MAINE,580
2314,2009-04,MAINE,588
2315,2009-05,MAINE,601
2316,2009-06,MAINE,607
2317,2009-07,MAINE,605
2318,2009-08,MAINE,605
2319,2009-09,MAINE,605
2320,2009-10,MAINE,603
2321,2009-11,MAINE,598
2322,2009-12,MAINE,595
2323,2010-01,MAINE,572
2324,2010-02,MAINE,572
2325,2010-03,MAINE,574
2326,2010-04,MAINE,583
2327,2010-05,MAINE,599
2328,2010-06,MAINE,604
2329,2010-07,MAINE,604
2330,2010-08,MAINE,604
2331,2010-09,MAINE,604
2332,2010-10,MAINE,603
2333,2010-11,MAINE,598
2334,2010-12,MAINE,596
2335,2011-01,MAINE,572
2336,2011-02,MAINE,574
2337,2011-03,MAINE,575
2338,2011-04,MAINE,582
2339,2011-05,MAINE,594
2340,2011-06,MAINE,605
2341,2011-07,MAINE,610
2342,2011-08,MAINE,610
2343,2011-09,MAINE,608
2344,2011-10,MAINE,606
2345,2011-11,MAINE,601
2346,2011-12,MAINE,597
2347,2012-01,MAINE,575
2348,2012-02,MAINE,577
2349,2012-03,MAINE,578
2350,2012-04,MAINE,587
2351,2012-05,MAINE,602
2352,2012-06,MAINE,613
2353,2012-07,MAINE,613
2354,2012-08,MAINE,613
2355,2012-09,MAINE,610
2356,2012-10,MAINE,608
2357,2012-11,MAINE,601
2358,2012-12,MAINE,598
2359,2013-01,MAINE,577
2360,2013-02,MAINE,578
2361,2013-03,MAINE,579
2362,2013-04,MAINE,588
2363,2013-05,MAINE,604
2364,2013-06,MAINE,616
2365,2013-07,MAINE,619
2366,2013-08,MAINE,618
2367,2013-09,MAINE,616
2368,2013-10,MAINE,615
2369,2013-11,MAINE,605
2370,2013-12,MAINE,603
2371,2014-01,MAINE,580
2372,2014-02,MAINE,581
2373,2014-03,MAINE,583
2374,2014-04,MAINE,591
2375,2014-05,MAINE,607
2376,2014-06,MAINE,621
